id,created_at,closed_at,handle_seconds,status,channel,customer_name,customer_email,customer_country,order_number,order_product,order_source,order_authorized,issue,decision,reason_code,citation,primary_agent_id,stage
WC-10178,2026-04-25T12:00:52Z,2026-04-25T12:09:10Z,498,CLOSED,voice,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Grip wrap unraveling after light use",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10150,2026-04-25T08:15:49Z,2026-04-25T08:25:30Z,581,CLOSED,voice,"Olivia Reed","olivia.reed@example.com",US,"JD-100013","JOOLA Perseus 3 14mm",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10141,2026-04-24T20:58:20Z,2026-04-24T21:00:31Z,131,CLOSED,email,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Grip wrap unraveling after light use",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10076,2026-04-24T18:44:11Z,2026-04-24T18:51:02Z,411,CLOSED,email,"Grace Liu","grace.liu@example.com",US,"JD-100024","JOOLA Indoor Tournament Table 3000",JOOLA_DIRECT,true,"Net pole bent during normal assembly",NOT_ELIGIBLE,"NORMAL_WEAR_AND_TEAR","§2.3",rules,closed
WC-10183,2026-04-24T16:16:44Z,2026-04-24T16:25:17Z,513,CLOSED,voice,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Paddle warped after one week of play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10154,2026-04-24T16:03:18Z,2026-04-24T16:04:04Z,46,CLOSED,voice,"Lauren Chen","lauren.chen@example.com",US,"JD-100055","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Paddle sounds different after one session",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10228,2026-04-24T16:02:02Z,2026-04-24T16:04:35Z,153,CLOSED,email,"Tomás Rivera","tomas.rivera@example.com",US,"","",,false,"Ball logo prints are flaking off",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10158,2026-04-24T11:35:46Z,,,OPEN,email,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Returning a gift — wrong paddle model",PROCESSING,"","",intake,verify
WC-10196,2026-04-24T09:36:54Z,2026-04-24T09:39:06Z,132,CLOSED,voice,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Net height adjustment slipping during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10205,2026-04-23T19:43:50Z,2026-04-23T19:45:36Z,106,CLOSED,email,"David Park","david.park@example.com",US,"JD-100054","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10083,2026-04-23T14:08:10Z,2026-04-23T14:18:54Z,644,CLOSED,web,"Tomás Rivera","tomas.rivera@example.com",US,"FB-400002","JOOLA Vision CGS 14mm",FACEBOOK_MARKETPLACE,false,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10213,2026-04-23T13:59:02Z,2026-04-23T14:10:38Z,696,CLOSED,email,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Paddle face cracked along the edge",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10207,2026-04-22T20:42:54Z,,,REOPENED,voice,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Throat area has spider-web cracks",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,rules
WC-10266,2026-04-22T20:42:46Z,2026-04-22T20:54:25Z,699,CLOSED,email,"Daniel Kim","daniel.kim@example.com",US,"JD-100060","JOOLA Vision CGS 14mm",JOOLA_DIRECT,true,"Edge guard came loose during play",NOT_ELIGIBLE,"UNAUTHORIZED_SELLER","§1.7, §2.3",rules,closed
WC-10189,2026-04-22T20:29:29Z,,,REOPENED,email,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Dead spot on the face — sounds hollow",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,rules
WC-10039,2026-04-22T20:20:02Z,2026-04-22T20:48:02Z,1680,CLOSED,web,"Chris Wilson","chris.wilson@example.com",US,"JD-100006","JOOLA Magnus 3 16mm",JOOLA_DIRECT,true,"Surface delaminating around the perimeter",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10144,2026-04-22T20:15:32Z,2026-04-22T20:20:02Z,270,CLOSED,web,"Emily White","emily.white@example.com",US,"JD-100005","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Replacement paddle has the same defect",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10072,2026-04-22T16:31:45Z,2026-04-22T16:42:32Z,647,CLOSED,voice,"Nadia Costa","nadia.costa@example.com",US,"FB-400001","JOOLA Magnus 3 16mm",FACEBOOK_MARKETPLACE,false,"Throat area has spider-web cracks",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10256,2026-04-22T16:04:44Z,2026-04-22T16:40:43Z,2159,CLOSED,voice,"Sarah Lee","sarah.lee@example.com",US,"JD-100048","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Paddle face cracked along the edge",HUMAN_REVIEW_REQUIRED,"BRAND_RISK","§5.2",esc,closed
WC-10249,2026-04-22T15:12:30Z,2026-04-22T15:18:32Z,362,CLOSED,web,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"","",,false,"Ball logo prints are flaking off",HUMAN_REVIEW_REQUIRED,"DISPUTED_SELLER","§1.7, §2.9, §5.2",esc,closed
WC-10153,2026-04-22T13:46:49Z,2026-04-22T13:52:44Z,355,CLOSED,voice,"John Smith","john.smith@example.com",US,"JD-100001","JOOLA Perseus 3 14mm",JOOLA_DIRECT,true,"Paddle warped after one week of play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10147,2026-04-22T13:15:52Z,2026-04-22T13:22:33Z,401,CLOSED,email,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"JD-100041","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Net height adjustment slipping during play",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10060,2026-04-22T10:44:56Z,2026-04-22T10:51:31Z,395,CLOSED,voice,"Hannah Cole","hannah.cole@example.com",US,"JD-099003","JOOLA Scorpeus Original",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10052,2026-04-22T09:28:34Z,2026-04-22T09:32:48Z,254,CLOSED,web,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10129,2026-04-21T20:10:13Z,2026-04-21T20:14:43Z,270,CLOSED,web,"Daniel Kim","daniel.kim@example.com",US,"JD-100060","JOOLA Vision CGS 14mm",JOOLA_DIRECT,true,"Cosmetic chip near the corner",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10212,2026-04-21T17:03:39Z,2026-04-21T17:09:51Z,372,CLOSED,email,"Emily White","emily.white@example.com",US,"JD-099002","JOOLA Perseus Original",JOOLA_DIRECT,true,"Paddle face cracked along the edge",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10090,2026-04-21T15:18:10Z,2026-04-21T15:27:28Z,558,CLOSED,web,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Ball logo prints are flaking off",HUMAN_REVIEW_REQUIRED,"BRAND_RISK","§5.2",esc,closed
WC-10191,2026-04-21T13:14:05Z,2026-04-21T13:19:58Z,353,CLOSED,email,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10220,2026-04-21T11:54:02Z,2026-04-21T12:04:16Z,614,CLOSED,email,"Jamal Wright","jamal.wright@example.com",US,"AR-200003","JOOLA Tour Elite Bag",AUTHORIZED_RETAILER,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10035,2026-04-21T11:25:54Z,2026-04-21T11:33:44Z,470,CLOSED,voice,"Alex Green","alex.green@example.com",US,"JD-100050","JOOLA Pro Net Set",JOOLA_DIRECT,true,"Bag zipper broke within a month",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,closed
WC-10263,2026-04-20T19:03:27Z,2026-04-20T19:13:45Z,618,CLOSED,email,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Handle grip is peeling off",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10218,2026-04-20T18:42:55Z,2026-04-20T18:47:40Z,285,CLOSED,voice,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Paddle sounds different after one session",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10109,2026-04-20T17:22:35Z,2026-04-20T17:34:00Z,685,CLOSED,web,"Jamal Wright","jamal.wright@example.com",US,"JD-100057","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10250,2026-04-20T10:29:25Z,2026-04-20T10:40:57Z,692,CLOSED,web,"Mateo Gagnon","mateo.gagnon@example.ca",CA,"JD-100028","JOOLA Spirit Carbon Blade",JOOLA_DIRECT,true,"Paddle sounds different after one session",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10159,2026-04-20T09:01:17Z,2026-04-20T09:35:16Z,2039,CLOSED,email,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"JD-100041","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Bag zipper broke within a month",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10123,2026-04-19T18:29:14Z,2026-04-19T18:40:42Z,688,CLOSED,voice,"Lauren Chen","lauren.chen@example.com",US,"JD-100009","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10092,2026-04-19T14:52:48Z,2026-04-19T15:02:13Z,565,CLOSED,email,"Maria Garcia","maria.garcia@example.com",US,"AR-200002","JOOLA Hyperion CFS 16mm",AUTHORIZED_RETAILER,true,"Edge guard came loose during play",NOT_ELIGIBLE,"UNAUTHORIZED_SELLER","§1.7, §2.3",rules,closed
WC-10192,2026-04-19T13:17:39Z,2026-04-19T13:25:25Z,466,CLOSED,web,"Emily White","emily.white@example.com",US,"JD-099002","JOOLA Perseus Original",JOOLA_DIRECT,true,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10143,2026-04-19T09:46:55Z,,,REOPENED,web,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Paddle sounds different after one session",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,rules
WC-10132,2026-04-19T09:37:33Z,2026-04-19T09:49:19Z,706,CLOSED,email,"Daniel Kim","daniel.kim@example.com",US,"JD-100060","JOOLA Vision CGS 14mm",JOOLA_DIRECT,true,"Returning a gift — wrong paddle model",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10170,2026-04-18T20:59:29Z,,,REOPENED,voice,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Dead spot on the face — sounds hollow",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,rules
WC-10243,2026-04-18T14:22:33Z,2026-04-18T14:34:16Z,703,CLOSED,voice,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10097,2026-04-18T13:52:40Z,2026-04-18T13:58:00Z,320,CLOSED,voice,"Chris Wilson","chris.wilson@example.com",US,"JD-100006","JOOLA Magnus 3 16mm",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10027,2026-04-18T13:28:16Z,2026-04-18T13:39:45Z,689,CLOSED,web,"Ben Carter","ben.carter@example.com",US,"JD-100016","JOOLA Journey Paddle",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",HUMAN_REVIEW_REQUIRED,"REPLACEMENT_LIMIT_REACHED","§2.8 Step 5, §5.2",esc,closed
WC-10267,2026-04-18T11:36:41Z,2026-04-18T11:44:16Z,455,CLOSED,web,"Lena Schmidt","lena.schmidt@example.de",DE,"","",,false,"Paddle warped after one week of play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10163,2026-04-18T11:05:04Z,2026-04-18T11:11:13Z,369,CLOSED,voice,"Priya Shah","priya.shah@example.com",US,"JD-100058","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10252,2026-04-18T10:58:27Z,2026-04-18T11:37:39Z,2352,CLOSED,voice,"Mike Brown","mike.brown@example.com",US,"JD-100003","JOOLA Scorpeus 4 16mm",JOOLA_DIRECT,true,"Paddle sounds different after one session",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
